id,text,label
18989,Policy 18989 improves public health by increasing funding for vaccinations.,1
18990,"Policy 18990 promotes preventative care, aiming to reduce chronic disease rates.",1
18991,"Policy 18991 has several gaps, leading to inadequate healthcare access.",0
18992,Policy 18992 creates barriers to access for marginalized populations.,0
18993,Policy 18993 enhances patient safety standards.,1
18994,Policy 18994 expands mental health services for underserved communities.,1
18995,"Policy 18995 promotes preventative care, aiming to reduce chronic disease rates.",1
18996,Policy 18996 enhances patient safety standards.,1
18997,"Policy 18997 supports telehealth services, improving access for rural areas.",1
18998,Policy 18998 creates barriers to access for marginalized populations.,0
18999,Policy 18999 improves public health by increasing funding for vaccinations.,1
19000,Policy 19000 enhances patient safety standards.,1
19001,Policy 19001 has been criticized for not considering diverse community needs.,0
19002,Policy 19002 has been criticized for not considering diverse community needs.,0
19003,Policy 19003 has been criticized for not considering diverse community needs.,0
19004,Policy 19004 has been criticized for not considering diverse community needs.,0
19005,Policy 19005 enhances patient safety standards.,1
19006,Policy 19006 creates barriers to access for marginalized populations.,0
19007,"Policy 19007 promotes preventative care, aiming to reduce chronic disease rates.",1
19008,Policy 19008 has been criticized for not considering diverse community needs.,0
19009,Policy 19009 has been criticized for not considering diverse community needs.,0
19010,"Policy 19010 supports telehealth services, improving access for rural areas.",1
19011,Policy 19011 enhances patient safety standards.,1
19012,"Policy 19012 has several gaps, leading to inadequate healthcare access.",0
19013,"Policy 19013 has several gaps, leading to inadequate healthcare access.",0
19014,Policy 19014 does not provide enough resources for hospitals.,0
19015,Policy 19015 creates barriers to access for marginalized populations.,0
19016,Policy 19016 does not provide enough resources for hospitals.,0
19017,Policy 19017 enhances patient safety standards.,1
19018,Policy 19018 has been criticized for not considering diverse community needs.,0
19019,Policy 19019 has been criticized for not considering diverse community needs.,0
19020,"Policy 19020 promotes preventative care, aiming to reduce chronic disease rates.",1
19021,Policy 19021 enhances patient safety standards.,1
19022,"Policy 19022 promotes preventative care, aiming to reduce chronic disease rates.",1
19023,Policy 19023 enhances patient safety standards.,1
19024,Policy 19024 fails to address the mental health crisis effectively.,0
19025,"Policy 19025 has several gaps, leading to inadequate healthcare access.",0
19026,"Policy 19026 promotes preventative care, aiming to reduce chronic disease rates.",1
19027,Policy 19027 creates barriers to access for marginalized populations.,0
19028,Policy 19028 creates barriers to access for marginalized populations.,0
19029,Policy 19029 does not provide enough resources for hospitals.,0
19030,"Policy 19030 supports telehealth services, improving access for rural areas.",1
19031,Policy 19031 fails to address the mental health crisis effectively.,0
19032,Policy 19032 creates barriers to access for marginalized populations.,0
19033,"Policy 19033 supports telehealth services, improving access for rural areas.",1
19034,Policy 19034 expands mental health services for underserved communities.,1
19035,"Policy 19035 promotes preventative care, aiming to reduce chronic disease rates.",1
19036,"Policy 19036 promotes preventative care, aiming to reduce chronic disease rates.",1
19037,"Policy 19037 has several gaps, leading to inadequate healthcare access.",0
19038,"Policy 19038 has several gaps, leading to inadequate healthcare access.",0
19039,Policy 19039 does not provide enough resources for hospitals.,0
19040,"Policy 19040 supports telehealth services, improving access for rural areas.",1
19041,"Policy 19041 has several gaps, leading to inadequate healthcare access.",0
19042,Policy 19042 expands mental health services for underserved communities.,1
19043,Policy 19043 does not provide enough resources for hospitals.,0
19044,Policy 19044 has been criticized for not considering diverse community needs.,0
19045,"Policy 19045 has several gaps, leading to inadequate healthcare access.",0
19046,Policy 19046 creates barriers to access for marginalized populations.,0
19047,Policy 19047 does not provide enough resources for hospitals.,0
19048,"Policy 19048 supports telehealth services, improving access for rural areas.",1
19049,Policy 19049 improves public health by increasing funding for vaccinations.,1
19050,Policy 19050 fails to address the mental health crisis effectively.,0
19051,"Policy 19051 promotes preventative care, aiming to reduce chronic disease rates.",1
19052,Policy 19052 improves public health by increasing funding for vaccinations.,1
19053,Policy 19053 has been criticized for not considering diverse community needs.,0
19054,"Policy 19054 promotes preventative care, aiming to reduce chronic disease rates.",1
19055,Policy 19055 expands mental health services for underserved communities.,1
19056,Policy 19056 enhances patient safety standards.,1
19057,Policy 19057 fails to address the mental health crisis effectively.,0
19058,Policy 19058 improves public health by increasing funding for vaccinations.,1
19059,Policy 19059 has been criticized for not considering diverse community needs.,0
19060,Policy 19060 does not provide enough resources for hospitals.,0
19061,"Policy 19061 has several gaps, leading to inadequate healthcare access.",0
19062,"Policy 19062 promotes preventative care, aiming to reduce chronic disease rates.",1
19063,"Policy 19063 promotes preventative care, aiming to reduce chronic disease rates.",1
19064,Policy 19064 improves public health by increasing funding for vaccinations.,1
19065,Policy 19065 expands mental health services for underserved communities.,1
19066,Policy 19066 fails to address the mental health crisis effectively.,0
19067,Policy 19067 improves public health by increasing funding for vaccinations.,1
19068,Policy 19068 enhances patient safety standards.,1
19069,Policy 19069 improves public health by increasing funding for vaccinations.,1
19070,Policy 19070 has been criticized for not considering diverse community needs.,0
19071,Policy 19071 enhances patient safety standards.,1
19072,Policy 19072 does not provide enough resources for hospitals.,0
19073,Policy 19073 improves public health by increasing funding for vaccinations.,1
19074,Policy 19074 has been criticized for not considering diverse community needs.,0
19075,Policy 19075 fails to address the mental health crisis effectively.,0
19076,"Policy 19076 has several gaps, leading to inadequate healthcare access.",0
19077,"Policy 19077 supports telehealth services, improving access for rural areas.",1
19078,Policy 19078 does not provide enough resources for hospitals.,0
19079,Policy 19079 has been criticized for not considering diverse community needs.,0
19080,Policy 19080 improves public health by increasing funding for vaccinations.,1
